Director,Nombre,Nota media,Total de películas,Productora habitual,Beneficio total,Mejor filme,Nota
![](https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Todd_Haynes_MFF_2023.jpg/220px-Todd_Haynes_MFF_2023.jpg),Todd Haynes,7.140000000000001,5,American Playhouse Theatrical Films,36358624,Far from Heaven,7.4
![](https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Emilio_Estevez_and_Martin_Sheen_%28cropped_to_Emilio%29.jpg/220px-Emilio_Estevez_and_Martin_Sheen_%28cropped_to_Emilio%29.jpg),Emilio Estevez,6.8,3,Epic Productions,36315276,The Way,7.4
![](NA),Sean McNamara,4.366666666666667,3,Avi Arad & Associates,35509906,Soul Surfer,7
![](https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Neil_LaBute_2010_photo_cropped.jpg/220px-Neil_LaBute_2010_photo_cropped.jpg),Neil LaBute,5.985714285714286,7,Screen Gems,35298245,In the Company of Men,7.2
![](https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/4.29.18PaulMichaelGlaserByLuigiNovi1.jpg/220px-4.29.18PaulMichaelGlaserByLuigiNovi1.jpg),Paul Michael Glaser,5.533333333333333,3,Interscope Communications,35164884,The Cutting Edge,6.9
![](NA),Mark Herman,7.333333333333333,3,Miramax,35105085,The Boy in the Striped Pajamas,7.8
![](NA),Ted Demme,7.1,4,Apostle,34794516,Blow,7.6
![](NA),John Stockwell,5.8500000000000005,4,Columbia Pictures,34655876,Crazy/Beautiful,6.4
![](https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Pawel_Pawlikowski_%28cropped%29.jpg/220px-Pawel_Pawlikowski_%28cropped%29.jpg),Pawel Pawlikowski,7.233333333333333,3,Opus Film,34266863,Cold War,7.6
![](NA),James Gray,6.65,6,2929 Productions,34140140,Two Lovers,7
![](https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Maniac_UK_premiere_%28Fukunaga%29.jpg/220px-Maniac_UK_premiere_%28Fukunaga%29.jpg),Cary Joji Fukunaga,7.533333333333333,3,Focus Features,33904109,Beasts of No Nation,7.7
![](NA),Mike Binder,6.933333333333334,3,BlackWhite,31313843,Reign Over Me,7.4
![](https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Julie_Taymor.jpg/220px-Julie_Taymor.jpg),Julie Taymor,7.266666666666667,3,Clear Blue Sky Productions,31183915,Frida,7.4
![](https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Dennie_Gordon_on_set.jpg/220px-Dennie_Gordon_on_set.jpg),Dennie Gordon,5.6,3,Warner Bros.,30309660,Joe Dirt,6
![](https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Walter_Hill_1137_%28cropped%29.jpg/220px-Walter_Hill_1137_%28cropped%29.jpg),Walter Hill,6.1,8,A Band Apart,30174226,Crossroads,7.1
![](https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/James_Ponsoldt_at_the_premiere_of_Sorry_for_Your_Loss_at_Toronto_International_Film_Festival_-_Edited.png/220px-James_Ponsoldt_at_the_premiere_of_Sorry_for_Your_Loss_at_Toronto_International_Film_Festival_-_Edited.png),James Ponsoldt,6.566666666666666,3,1978 Films,30147981,The End of the Tour,7.3
![](https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/MN_main.jpg/200px-MN_main.jpg),Mira Nair,6.833333333333334,3,Cine Mosaic,29427117,Monsoon Wedding,7.4
![](NA),John Flynn,6.2,3,Admire Productions Ltd.,28125102,Lock Up,6.4
![](https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Superpower_%282023%29-60523_%28cropped%29.jpg/220px-Superpower_%282023%29-60523_%28cropped%29.jpg),Sean Penn,7.066666666666666,3,Miramax,27964165,Into the Wild,8.1
![](https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/HarmonyKorine07TIFF.jpg/220px-HarmonyKorine07TIFF.jpg),Harmony Korine,5.833333333333333,3,Fine Line Features,25541614,Gummo,6.7
![](NA),Brian Gibson,6.233333333333333,3,Columbia Pictures,24852346,What's Love Got to Do with It,7.3
![](NA),Julian Jarrold,6.933333333333334,3,Ecosse Films,24309131,Kinky Boots,7.1
![](https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/George_Romero%2C_66%C3%A8me_Festival_de_Venise_%28Mostra%29.jpg/220px-George_Romero%2C_66%C3%A8me_Festival_de_Venise_%28Mostra%29.jpg),George A. Romero,6.08,5,Orion Pictures,23915948,Day of the Dead,7.1
![](NA),Robert Mandel,6.533333333333333,3,Dinamo Entertainment,22136958,School Ties,6.9
![](NA),Ernest R. Dickerson,6.45,4,Universal Pictures,21175236,Juice,7.1
![](https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/John_Hillcoat.jpg/220px-John_Hillcoat.jpg),John Hillcoat,7.025,4,Dimension Films,20270427,The Proposition,7.3
![](https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Miike_Takashi_from_%22Lumberjack_the_Monster%22_at_Red_Carpet_of_the_Tokyo_International_Film_Festival_2023_%2853348089341%29_%28cropped%29.jpg/220px-Miike_Takashi_from_%22Lumberjack_the_Monster%22_at_Red_Carpet_of_the_Tokyo_International_Film_Festival_2023_%2853348089341%29_%28cropped%29.jpg),Takashi Miike,7.1,4,Omega Project,18590508,13 Assassins,7.6
![](https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Andrew_Haigh_%28cropped%29.jpg/220px-Andrew_Haigh_%28cropped%29.jpg),Andrew Haigh,7.3,3,BFI Film Fund,18065836,Weekend,7.6
![](https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Ron_Underwood_Photo_by_Larissa_Block.jpg/220px-Ron_Underwood_Photo_by_Larissa_Block.jpg),Ron Underwood,6.08,5,Castle Rock Entertainment,17026425,Tremors,7.1
![](https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Andre%C3%AF_Zviaguintsev-_2016_%28cropped%29.jpg/220px-Andre%C3%AF_Zviaguintsev-_2016_%28cropped%29.jpg),Andrey Zvyagintsev,7.733333333333333,3,Non-Stop Productions,16848466,The Return,8
![](NA),John Crowley,6.866666666666666,3,Amazon Studios,16509991,Brooklyn,7.5
![](https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Danny_Cannon_by_Gage_Skidmore.jpg/220px-Danny_Cannon_by_Gage_Skidmore.jpg),Danny Cannon,5.666666666666667,3,Columbia Pictures,16106466,Goal! The Dream Begins,6.7
![](https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Lukas_Moodysson.jpg/220px-Lukas_Moodysson.jpg),Lukas Moodysson,7.566666666666666,3,Memfis Film,15823226,Lilya 4-Ever,7.8
![](https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Carl_Franklin_publicity_photo_from_Fantastic_Journey_cast%2C_1977_%28cropped%29.JPG/220px-Carl_Franklin_publicity_photo_from_Fantastic_Journey_cast%2C_1977_%28cropped%29.JPG),Carl Franklin,6.74,5,IRS Media,14578147,One False Move,7.1
![](https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Jeff_Nichols_in_2017.jpg/220px-Jeff_Nichols_in_2017.jpg),Jeff Nichols,7.1,4,Hydraulx,14052183,Take Shelter,7.4
![](https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/CliveBarker.jpg/220px-CliveBarker.jpg),Clive Barker,6.533333333333333,3,Morgan Creek Entertainment,13731969,Hellraiser,7
![](NA),J.C. Chandor,7,3,Before The Door Pictures,12638628,Margin Call,7.1
![](https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Stephan_Elliott_in_2012.jpg/220px-Stephan_Elliott_in_2012.jpg),Stephan Elliott,6.4,3,Ambridge Film Partnership,12318900,"The Adventures of Priscilla, Queen of the Desert",7.5
![](https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/MelBrooksApr10.jpg/220px-MelBrooksApr10.jpg),Mel Brooks,6.566666666666666,3,Brooksfilms,11931382,Spaceballs,7.1
![](https://upload.wikimedia.org/wikipedia/en/thumb/f/fc/John_Schlesinger.jpg/220px-John_Schlesinger.jpg),John Schlesinger,5.9,3,Hemdale,11370448,The Falcon and the Snowman,6.8
![](https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Jacques_Audiard_Cannes_2017.jpg/220px-Jacques_Audiard_Cannes_2017.jpg),Jacques Audiard,7.425,4,Why Not Productions,11218338,A Prophet,7.9
![](https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/MJK32641_Agnieszka_Holland_%28Pokot%2C_Berlinale_2017%29_crop.jpg/220px-MJK32641_Agnieszka_Holland_%28Pokot%2C_Berlinale_2017%29_crop.jpg),Agnieszka Holland,7.133333333333333,3,Bayerischer Rundfunk (BR),11097224,Europa Europa,7.6
![](https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Ben_Wheatley_%28cropped%29.jpg/220px-Ben_Wheatley_%28cropped%29.jpg),Ben Wheatley,6.24,5,Film4,10678836,Sightseers,6.5
![](https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Kim_Ki-duk_at_the_69th_Venice_International_Film_Festival_%28cropped%29.jpg/220px-Kim_Ki-duk_at_the_69th_Venice_International_Film_Festival_%28cropped%29.jpg),Kim Ki-duk,7.666666666666667,3,Kim Ki-Duk Film,10373992,"Spring, Summer, Fall, Winter... and Spring",8
![](https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Tony_Goldwyn_%2848996884641%29_%281%29.jpg/220px-Tony_Goldwyn_%2848996884641%29_%281%29.jpg),Tony Goldwyn,6.566666666666666,3,Fox 2000 Pictures,10146896,Conviction,7.2
![](https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Joe_Dante_Photo_Op_Nightmare_Weekend_Richmond_2023.jpg/220px-Joe_Dante_Photo_Op_Nightmare_Weekend_Richmond_2023.jpg),Joe Dante,6.416666666666667,6,Warner Bros.,9548445,The 'Burbs,6.9
![](NA),Andrew Fleming,6.183333333333334,6,Canal+ Droits Audiovisuels,9471981,Barefoot,6.6
![](https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/MikeMills.jpg/220px-MikeMills.jpg),Mike Mills,7.033333333333333,3,A24,9465249,20th Century Women,7.3
![](https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Fred_Schepisi.jpg/220px-Fred_Schepisi.jpg),Fred Schepisi,6.42,5,Columbia Pictures Industries,9417275,Six Degrees of Separation,6.8
![](https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Peter_Landesman_Deauville_2013.jpg/220px-Peter_Landesman_Deauville_2013.jpg),Peter Landesman,6.633333333333334,3,Butler Pictures,9407883,Concussion,7.1
![](https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Noah_Baumbach_on_Marriage_Story_scene.jpg/220px-Noah_Baumbach_on_Marriage_Story_scene.jpg),Noah Baumbach,6.8428571428571425,7,Scott Rudin Productions,8470479,Marriage Story,7.9
![](https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Krzysztof_Kie%C5%9Blowski_Portrait_1994.jpg/220px-Krzysztof_Kie%C5%9Blowski_Portrait_1994.jpg),Krzysztof Kieslowski,7.85,4,MK2 Productions,8336281,Three Colors: Red,8.1
![](https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Kiarostami_Boroujerdi_%283%29%28Cropped%29.jpg/220px-Kiarostami_Boroujerdi_%283%29%28Cropped%29.jpg),Abbas Kiarostami,7.6,4,Abbas Kiarostami Productions,8310433,Close-Up,8.3
![](https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Andrew_Dominik_%28cropped2%29.jpg/220px-Andrew_Dominik_%28cropped2%29.jpg),Andrew Dominik,6.966666666666667,3,Australian Film Finance Corporation (AFFC),8170712,The Assassination of Jesse James by the Coward Robert Ford,7.5
![](https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/David_Lynch_Cannes_2017.jpg/200px-David_Lynch_Cannes_2017.jpg),David Lynch,7.5,6,Asymmetrical Productions,7591540,The Straight Story,8
![](https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Anders_Thomas_Jensen_%28cropped%29.jpg/220px-Anders_Thomas_Jensen_%28cropped%29.jpg),Anders Thomas Jensen,7.266666666666667,3,M&M Productions,7190832,Adam's Apples,7.8
![](https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Toddsolondz.jpg/220px-Toddsolondz.jpg),Todd Solondz,7.15,4,Extra Large Pictures,6679661,Happiness,7.7
![](https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/ZoneIntrestBFILFF121023_%287_of_31%29_%2853255110321%29_%28cropped%29_2.jpg/220px-ZoneIntrestBFILFF121023_%287_of_31%29_%2853255110321%29_%28cropped%29_2.jpg),Jonathan Glazer,6.6,3,Film4,6537558,Sexy Beast,7.3
![](https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Stuber_Q%26A_-_Michael_Dowse_%2833510399418%29_%28cropped%29_%28cropped%29.jpg/220px-Stuber_Q%26A_-_Michael_Dowse_%2833510399418%29_%28cropped%29_%28cropped%29.jpg),Michael Dowse,6.68,5,No Trace Camping,5087520,It's All Gone Pete Tong,7.3
![](https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Franck_Khalfoun.jpg/200px-Franck_Khalfoun.jpg),Franck Khalfoun,5.6,3,Dimension Films,4879512,Maniac,6.1
![](https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Sidney_Lumet_1970.jpg/220px-Sidney_Lumet_1970.jpg),Sidney Lumet,6.925,4,Capitol Films,4718739,Running on Empty,7.7
![](https://upload.wikimedia.org/wikipedia/commons/e/e0/Don_Coscarelli_presents_%22Phantasma%22_during_Nocturna_Fest_Madrid_2017.png),Don Coscarelli,6.633333333333334,3,M3 Alliance,4663985,Bubba Ho-Tep,7
![](https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Sally_Potter_Photo_Call_The_Party_Berlinale_2017_03_%28cropped%29.jpg/220px-Sally_Potter_Photo_Call_The_Party_Berlinale_2017_03_%28cropped%29.jpg),Sally Potter,6.566666666666666,3,Adventure Pictures,4375711,Orlando,7.2
![](https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Akiva_Schaffer_by_Gage_Skidmore.jpg/220px-Akiva_Schaffer_by_Gage_Skidmore.jpg),Akiva Schaffer,6.366666666666667,3,Paramount Pictures,4301545,Hot Rod,6.7
![](https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/SXSW-2024-alih-OB7A0780-Office_Space_Mike_Judge.jpg/220px-SXSW-2024-alih-OB7A0780-Office_Space_Mike_Judge.jpg),Mike Judge,6.8,3,Twentieth Century Fox,4172342,Office Space,7.7
![](NA),Karyn Kusama,5.9,4,Annapurna Pictures,3813509,The Invitation,6.6
![](https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Gregg_Araki_Deauville_2014.jpg/220px-Gregg_Araki_Deauville_2014.jpg),Gregg Araki,6.32,5,Desperate Pictures,3101961,Mysterious Skin,7.6
![](NA),John McNaughton,6.566666666666666,3,Maljack Productions,2746818,Henry: Portrait of a Serial Killer,7
![](NA),Satoshi Kon,7.85,4,Madhouse,2225744,Perfect Blue,8
![](NA),Adam Green,5.766666666666667,3,ArieScope Pictures,1908514,Frozen,6.1
![](NA),John Curran,6.7,3,Millennium Films,1664772,The Painted Veil,7.5
![](https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/John_Cameron_Mitchell.jpg/220px-John_Cameron_Mitchell.jpg),John Cameron Mitchell,7.033333333333333,3,Killer Films,1316499,Hedwig and the Angry Inch,7.7
![](NA),Paul McGuigan,6.7,5,Davis Entertainment,1167310,Lucky Number Slevin,7.7
![](NA),Douglas McGrath,6.966666666666667,3,Miramax,-427081,Nicholas Nickleby,7.1
![](https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Christopher_Guest_2016.jpg/220px-Christopher_Guest_2016.jpg),Christopher Guest,6.86,5,Castle Rock Entertainment,-1473723,Waiting for Guffman,7.5
![](https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Courtney_Solomon_by_Gage_Skidmore.jpg/220px-Courtney_Solomon_by_Gage_Skidmore.jpg),Courtney Solomon,4.4,3,After Dark Films,-1602737,An American Haunting,5.1
![](https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Gordon%2C_Stuart_%282007%29.jpg/220px-Gordon%2C_Stuart_%282007%29.jpg),Stuart Gordon,6.6000000000000005,3,Empire Pictures,-3376445,Re-Animator,7.2
![](NA),Nicholas Hytner,6.68,5,Twentieth Century Fox,-3636448,The Madness of King George,7.2
![](https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Bernardo_Bertolucci%2C_film_director.jpg/220px-Bernardo_Bertolucci%2C_film_director.jpg),Bernardo Bertolucci,6.88,5,Recorded Picture Company (RPC),-5158443,The Last Emperor,7.7
![](https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/William_Friedkin%2C_Festival_de_Sitges_2017_%28cropped%29.jpg/220px-William_Friedkin%2C_Festival_de_Sitges_2017_%28cropped%29.jpg),William Friedkin,6.3,7,Paramount Pictures,-5247232,To Live and Die in L.A.,7.3
![](https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Gaspar_No%C3%A9_%282021%29.jpg/220px-Gaspar_No%C3%A9_%282021%29.jpg),Gaspar Noé,7.275,4,120 Films,-6710941,I Stand Alone,7.4
![](https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Barbet_Schroeder_Cannes_2017.jpg/220px-Barbet_Schroeder_Cannes_2017.jpg),Barbet Schroeder,6.5,6,Columbia Pictures,-6853193,Barfly,7.2
![](NA),Joachim Trier,7.066666666666666,3,Motlys,-6904870,"Oslo, August 31st",7.6
![](https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Michael_Winterbottom_2013.JPG/220px-Michael_Winterbottom_2013.JPG),Michael Winterbottom,6.28,5,Revolution Films,-7224869,24 Hour Party People,7.3
![](https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Terry_Gilliam_%2832703418337%29_CROPPED.jpg/220px-Terry_Gilliam_%2832703418337%29_CROPPED.jpg),Terry Gilliam,6.877777777777778,9,Alacran Pictures,-7752616,Brazil,7.9
![](https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Drake_Doremus.jpg/220px-Drake_Doremus.jpg),Drake Doremus,6.4,3,Freedom Media,-9812756,Like Crazy,6.7
![](https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Atom_Egoyan_in_Stepanakert_%28cropped%29.jpg/220px-Atom_Egoyan_in_Stepanakert_%28cropped%29.jpg),Atom Egoyan,6.9799999999999995,5,Serendipity Point Films,-10134093,The Sweet Hereafter,7.5
![](NA),Phil Joanou,6.775,4,Aaron Spelling Productions,-10331080,State of Grace,7.2
![](NA),Richard Kelly,6.333333333333333,3,Pandora Cinema,-12309495,Donnie Darko,8
![](https://upload.wikimedia.org/wikipedia/en/thumb/0/0a/Frankenheimer_-_Life_-_portrait.jpg/220px-Frankenheimer_-_Life_-_portrait.jpg),John Frankenheimer,5.866666666666666,3,Dimension Films,-13586989,Ronin,7.3
![](NA),Wayne Kramer,6.966666666666667,3,ContentFilm,-13678650,Running Scared,7.3
![](https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Abel_Ferrara_Cannes_2017.jpg/220px-Abel_Ferrara_Cannes_2017.jpg),Abel Ferrara,6.7,3,Bad Lt. Productions,-14277740,Bad Lieutenant,7.1
![](https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/David_Mamet_2_by_David_Shankbone.JPG/220px-David_Mamet_2_by_David_Shankbone.JPG),David Mamet,6.833333333333333,6,Filmhaus,-14566725,House of Games,7.3
![](https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Portrait_of_Steven_Knight_by_Taylor_Rooke%2C_March_5th_2020.jpg/220px-Portrait_of_Steven_Knight_by_Taylor_Rooke%2C_March_5th_2020.jpg),Steven Knight,6.233333333333333,3,Blue Budgie Films Limited,-14783661,Locke,7.1
![](https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Susanne_Bier_2011_%28cropped%29.jpg/220px-Susanne_Bier_2011_%28cropped%29.jpg),Susanne Bier,6.766666666666667,3,2929 Productions,-20683893,After the Wedding,7.7
![](https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Hayfestival-2016-Bruce-Robinson-portrait.jpg/220px-Hayfestival-2016-Bruce-Robinson-portrait.jpg),Bruce Robinson,6.7,3,Cineplex Odeon Films,-21846204,Withnail & I,7.6
![](https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Gregor_Jordan_and_Simone_Kessell_2012_%28cropped%29_1.jpg/220px-Gregor_Jordan_and_Simone_Kessell_2012_%28cropped%29_1.jpg),Gregor Jordan,6.1,3,Australian Film Finance Corporation (AFFC),-23731626,Buffalo Soldiers,6.8
![](NA),Fred Dekker,5.966666666666667,3,Orion Pictures,-23942434,The Monster Squad,7
![](https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/John_Waters_2014_%28cropped%29.jpg/220px-John_Waters_2014_%28cropped%29.jpg),John Waters,6.333333333333333,6,Artic Productions LLC,-28082466,Hairspray,7
![](https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Paul_Schrader_Montclair_Film_Festival_%28cropped%29.jpg/220px-Paul_Schrader_Montclair_Film_Festival_%28cropped%29.jpg),Paul Schrader,5.9399999999999995,5,Focus Puller Inc.,-29830817,First Reformed,7.1
![](https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Emir_Kusturica_in_2016.jpg/220px-Emir_Kusturica_in_2016.jpg),Emir Kusturica,7.925,4,CiBy 2000,-32364924,Time of the Gypsies,8.2
![](NA),Robert Benton,6.48,5,Capella International,-36191895,Nobody's Fool,7.4
![](https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Regisseur_Richard_Attenborough%2C_Bestanddeelnr_928-0661.jpg/220px-Regisseur_Richard_Attenborough%2C_Bestanddeelnr_928-0661.jpg),Richard Attenborough,7.4,3,Carolco Pictures,-40764567,Chaplin,7.5
![](https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/JohnDahlJun07.jpg/220px-JohnDahlJun07.jpg),John Dahl,6.9399999999999995,5,Miramax,-46822224,Rounders,7.3
![](https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/RolandJoffe_OffPlusCamera.JPG/220px-RolandJoffe_OffPlusCamera.JPG),Roland Joffé,5.766666666666667,3,Allied Stars Ltd.,-48693894,The Mission,7.4
![](https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Bille_August_%28cropped%29.jpg/220px-Bille_August_%28cropped%29.jpg),Bille August,6.9,3,Constantin Film,-52265465,Les Misérables,7.4
![](https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Rod_Lurie_crop.jpg/220px-Rod_Lurie_crop.jpg),Rod Lurie,6.725,4,Cinerenta Medienbeteiligungs KG,-66849759,Nothing But the Truth,7.2
![](NA),Steven Zaillian,6.733333333333333,3,Columbia Pictures,-68572013,Searching for Bobby Fischer,7.4
![](https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/JohnCarpenter2023.jpg/220px-JohnCarpenter2023.jpg),John Carpenter,6.322222222222222,9,Alive Films,-69210087,Big Trouble in Little China,7.3
![](https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Milos_Forman.jpg/220px-Milos_Forman.jpg),Milos Forman,7.233333333333333,3,Columbia Pictures,-82133073,Man on the Moon,7.4
![](https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/UweBollRampage3SHORTREVIEW1_%28cropped%29.jpg/220px-UweBollRampage3SHORTREVIEW1_%28cropped%29.jpg),Uwe Boll,3.14,5,Boll Kino Beteiligungs GmbH & Co. KG,-88593243,Postal,4.5
